14 Dec 2017 08:55:04 : FAM, off-topic, darth kota#9446, ;topic whose mans
14 Dec 2017 08:55:04 : FAM, off-topic, darthbot98#5182, set!
14 Dec 2017 08:55:13 : FAM, off-topic, darth kota#9446, ;poll1 waffles
14 Dec 2017 08:55:13 : FAM, off-topic, darthbot98#5182, set!
14 Dec 2017 08:55:25 : FAM, off-topic, darth kota#9446, ;poll2 reloaded
14 Dec 2017 08:55:25 : FAM, off-topic, darthbot98#5182, set!
14 Dec 2017 08:55:31 : FAM, off-topic, darth kota#9446, ;poll3 darth
14 Dec 2017 08:55:31 : FAM, off-topic, darthbot98#5182, set!
14 Dec 2017 08:55:39 : FAM, off-topic, darth kota#9446, ;startpoll
14 Dec 2017 08:56:59 : FAM, off-topic, darth kota#9446, ;relog
