19 Sep 2016 17:48:28 : Cipher, music, Wertfuzzy77#0274, ;join
19 Sep 2016 17:48:31 : Cipher, music, Wertfuzzy77#0274, ;playlist Kimi
19 Sep 2016 17:48:36 : Cipher, music, Botfuzzy77#2209, Finished Adding songs from playlist(s)
19 Sep 2016 17:48:37 : Cipher, music, Wertfuzzy77#0274, ;forceplay https://www.youtube.com/watch?v=nj53ZVATT4w
19 Sep 2016 17:48:42 : Cipher, music, Wertfuzzy77#0274, ;songs
19 Sep 2016 17:48:42 : Cipher, music, Botfuzzy77#2209, **The Following songs are in the Queue**
19 Sep 2016 17:48:43 : LimitlessMc, mainchat, D3NSH1N#8702, *pukes*
19 Sep 2016 17:49:03 : Cipher, music, Wertfuzzy77#0274, ;relog
19 Sep 2016 17:49:03 : Cipher, music, Botfuzzy77#2209, Relogging...
