19 Sep 2016 17:41:50 : Cipher, music, Wertfuzzy77#0274, ;join
19 Sep 2016 17:41:58 : Cipher, music, Wertfuzzy77#0274, ;forceplay https://www.youtube.com/watch?v=nj53ZVATT4w
19 Sep 2016 17:42:18 : GetPlebd, weeaboo-chat, Botfuzzy77#2209, **Bloodyskills**(No Role) is now Online!
19 Sep 2016 17:42:21 : Cipher, music, Wertfuzzy77#0274, ;forceplay https://www.youtube.com/watch?v=nj53ZVATT4w
19 Sep 2016 17:42:47 : GetPlebd, weeaboo-chat, Botfuzzy77#2209, **warnier**(No Role) is now Online!
19 Sep 2016 17:42:49 : Cipher, music, Wertfuzzy77#0274, ;playlist Kimi
19 Sep 2016 17:42:53 : Cipher, music, Botfuzzy77#2209, Finished Adding songs from playlist(s)
19 Sep 2016 17:42:55 : Cipher, music, Wertfuzzy77#0274, ;relog
19 Sep 2016 17:42:55 : Cipher, music, Botfuzzy77#2209, Relogging...
