13 Dec 2017 07:46:34 : FAM, videos-and-music, darth kota#9446, ;join
13 Dec 2017 07:46:34 : FAM, videos-and-music, darthbot98#5182, Connected channel!
13 Dec 2017 07:46:40 : FAM, videos-and-music, darth kota#9446, ;search simple man
13 Dec 2017 07:46:44 : FAM, videos-and-music, darthbot98#5182, Added Simple Man - Lynyrd Skynyrd - Lyrics HD to the queue
13 Dec 2017 07:46:44 : FAM, videos-and-music, darthbot98#5182, https://www.youtube.com/watch?v=sMmTkKz60W8
13 Dec 2017 07:46:46 : FAM, videos-and-music, darth kota#9446, ;current
13 Dec 2017 07:46:55 : FAM, videos-and-music, darth kota#9446, ;current
13 Dec 2017 07:48:02 : FAM, videos-and-music, darth kota#9446, ;song
13 Dec 2017 07:48:02 : FAM, videos-and-music, darthbot98#5182, 
